AvWtHHWk,Av_Wt1117,Avg_WT4Wks,GARB_DAY,GARB_RT,GARB_SUP,Growth,HC_051618,HC_110117,HOUSE_CTS,LANDFILL,OP_TYPE,RT_OLD,SUPER_NUM,multipolygon
21.29,22.48,26845,Monday,PAM62,Guerrero,1.01530612245,1195,1194,1176,TDS,Auto,,170,"MULTIPOLYGON (((-97.83668999901846 30.212359999961308, -97.83477999874647 30.211440000374985, -97.83429999877893 30.211289999926965, -97.83408999902451 30.21129000006458, -97.83373999914319 30.211320000003848, -97.83292999899184 30.211529999743924, -97.83263999849672 30.21157999998531, -97.83237999889994 30.2115300000423, -97.83199999859264 30.211379999969623, -97.83194247444062 30.21135469038564, -97.83213858822309 30.21104855557017, -97.8334642293858 30.209302270511078, -97.83353999860394 30.209339999946277, -97.83503322533548 30.21002078280017, -97.8399886377045 30.210280922483452, -97.84183411572218 30.210185747574414, -97.843732212948 30.211637285903915, -97.84429555725602 30.209955446941496, -97.84470613229229 30.20924845649861, -97.84540499286113 30.20840006214492, -97.8464300678633 30.20758013410411, -97.84661421620669 30.20765512378119, -97.84715583618015 30.208001895044955, -97.84850401138085 30.20768647819501, -97.84933457370224 30.207107982331134, -97.85036057378659 30.20583191717128, -97.85048101432609 30.204789944523544, -97.85062163234511 30.20481019737893, -97.8514410144055 30.205088849487474, -97.8522015824142 30.204739430747114, -97.85251373924913 30.205347400992213, -97.85260404452814 30.205427393929472, -97.85278644849959 30.205502980636663, -97.8535298334316 30.20558976139611, -97.85572840719155 30.20656851495924, -97.85642641188764 30.205477139137965, -97.85680101846567 30.205329033133054, -97.85706098639501 30.205453926454883, -97.85768246166813 30.204591106839924, -97.85832128220487 30.204368821644014, -97.85852188584475 30.203985831344934, -97.85858663370539 30.203970464633535, -97.85883769848023 30.20470133084156, -97.85926574437201 30.205803006619227, -97.85967642473932 30.206724498154813, -97.86021539028096 30.20743095262108, -97.86045176586293 30.20767967416341, -97.86060661414152 30.20780139549724, -97.86086010711206 30.207985706177627, -97.86098899548917 30.208055220230953, -97.8609984383467 30.20806126783271, -97.86100403518662 30.208081467542744, -97.86085717981653 30.20825507583053, -97.85978817933689 30.209545076369494, -97.85777596553854 30.211556162546405, -97.85633957012126 30.21285199053039, -97.85507096897237 30.213763654016503, -97.85342708785578 30.214813312918224, -97.85186904569875 30.21577583619681, -97.8507979485549 30.21623125257277, -97.84999292961892 30.216457767707062, -97.84879987067835 30.216596043039065, -97.84610175566297 30.21648953978134, -97.84517927944445 30.216453114016282, -97.84503824754168 30.21644976402723, -97.84476999878176 30.216310000019103, -97.84314999876374 30.215519999984007, -97.84256171440472 30.215220548624533, -97.84037999877448 30.214110000172077, -97.83869999913696 30.213289999910142, -97.8383299989464 30.21312000026845, -97.83751999859132 30.212740000190248, -97.83668999901846 30.212359999961308)))"
25.61,26.83,32090,Monday,PAM61,Guerrero,1.00928270042,1196,1196,1185,TDS,Auto,,170,"MULTIPOLYGON (((-97.839987806027 30.19889152494828, -97.84137800403114 30.196699535913012, -97.84282506351778 30.194468793332064, -97.84297448347603 30.194283236253263, -97.84295749271962 30.19427365169005, -97.8440768195142 30.192501613607963, -97.84525648149186 30.19064857465861, -97.84711558352447 30.187711390277734, -97.84883279959166 30.184920831071466, -97.84972026799083 30.183598960471812, -97.8497860345902 30.18351437468814, -97.85323832129282 30.185259451908564, -97.85444908390136 30.18617648157258, -97.85501638148376 30.18669825164564, -97.8551030155223 30.18665470751236, -97.85529101331379 30.186651008899034, -97.85693496151195 30.187042037159628, -97.86092798650694 30.18831680954605, -97.86091683692668 30.18832901342932, -97.86448969990091 30.191366820221198, -97.8667223056579 30.195188400794798, -97.86553340546979 30.198344445462418, -97.86529583805894 30.200001791896995, -97.86547754496061 30.20048808593706, -97.86612117976884 30.200819604445066, -97.86342265469162 30.20475681267451, -97.861773659679 30.20708881199078, -97.8610548870117 30.207999235248625, -97.86100694905896 30.208064929901745, -97.86099802485495 30.208059776279065, -97.8609984383467 30.20806126783271, -97.86098899548917 30.208055220230953, -97.86086010711206 30.207985706177627, -97.86060661414152 30.20780139549724, -97.86045176586293 30.20767967416341, -97.86021539028096 30.20743095262108, -97.85967642473932 30.206724498154813, -97.85926574437201 30.205803006619227, -97.85883769848023 30.20470133084156, -97.85858663370539 30.203970464633535, -97.85852188584475 30.203985831344934, -97.85832128220487 30.204368821644014, -97.85768246166813 30.204591106839924, -97.85706098639501 30.205453926454883, -97.85680101846567 30.205329033133054, -97.85642641188764 30.205477139137965, -97.85572840719155 30.20656851495924, -97.8535298334316 30.20558976139611, -97.85278644849959 30.205502980636663, -97.85260404452814 30.205427393929472, -97.85251373924913 30.205347400992213, -97.8522015824142 30.204739430747114, -97.85115876311008 30.204259879935705, -97.85031203356131 30.204052473138407, -97.84566838595882 30.201861443570532, -97.84526175759987 30.20213713537864, -97.8453494451154 30.20169547541405, -97.839987806027 30.19889152494828)))"
29.04,31.68,32695,Monday,PAM04,Herrera,1.0127576055,1033,1032,1019,TDS,Auto,PAM81,,"MULTIPOLYGON (((-97.86100694905896 30.208064929901745, -97.8610548870117 30.207999235248625, -97.861773659679 30.20708881199078, -97.86342265469162 30.20475681267451, -97.86612117976884 30.200819604445066, -97.86547754496061 30.20048808593706, -97.86529583805894 30.200001791896995, -97.86553340546979 30.198344445462418, -97.8667223056579 30.195188400794798, -97.86448969990091 30.191366820221198, -97.86091683692668 30.18832901342932, -97.86092798650694 30.18831680954605, -97.86326407148276 30.185759698656522, -97.8674083268253 30.18257553289897, -97.86754758942445 30.177426876540395, -97.8676552103625 30.177503966117726, -97.8680998282214 30.177757301364963, -97.86884967342428 30.176023865540927, -97.86979146265024 30.176032703876192, -97.86984986952297 30.17605112687696, -97.86994718130343 30.17616883999222, -97.8700657610277 30.1762010451841, -97.8702001707322 30.176147415684273, -97.87024279979498 30.17608071783094, -97.87023016413305 30.175962957119452, -97.87015072201191 30.175881863356775, -97.87006056481617 30.17586095872528, -97.86847193629947 30.17584349917557, -97.87033044368954 30.172951236082966, -97.87453189812574 30.172915625424302, -97.87454648796445 30.17260905466243, -97.87895947616018 30.172701809975475, -97.88647234182548 30.17284563670226, -97.88611373928916 30.17371606074225, -97.88331632404386 30.177853998980968, -97.88263348778982 30.1787027718134, -97.88256204783505 30.179698117644783, -97.88110688820277 30.181291619102943, -97.87882241282134 30.184743705820864, -97.87778034827197 30.1863771739531, -97.87559238842256 30.18901850662103, -97.87390314231973 30.190736513417722, -97.8745701130214 30.191032329972117, -97.87513469629606 30.191287514427195, -97.87662912108681 30.191672575542704, -97.8784596969007 30.1918936914277, -97.88023058925067 30.192121859403414, -97.88021977639427 30.19212969514001, -97.8810137535656 30.1922310529538, -97.88228601157871 30.192376682233952, -97.88301064072628 30.192507657097998, -97.88381136800383 30.19282745135324, -97.88440524192758 30.193330651582457, -97.88485564628614 30.193974596457746, -97.88399660701863 30.194250572050816, -97.88250139396376 30.194724532807456, -97.88136674121753 30.195497787855388, -97.8804967804991 30.196203002577462, -97.87992213426699 30.196877319820267, -97.8793879132687 30.197616373518215, -97.87896175348943 30.198465152475425, -97.87875311505137 30.199012466053194, -97.87851669138959 30.20008550019214, -97.87843155464559 30.200597591894557, -97.8785312341148 30.2007055443662, -97.87826039495772 30.20105691467308, -97.87818036941556 30.201511920025975, -97.87804361148932 30.201960409507183, -97.87800021129225 30.20249365233225, -97.87810330456881 30.202900074012405, -97.87837421069756 30.203470448641752, -97.8784679407817 30.20369538940542, -97.87866734145327 30.204001535660595, -97.87875041317831 30.204319848195954, -97.87878404058422 30.204568670486918, -97.87874020411486 30.205025803380174, -97.87854050567285 30.2056262578695, -97.87853299282605 30.20562773704822, -97.8783676793255 30.20558424686109, -97.87767735812976 30.20540014614007, -97.87653594741577 30.205108956694804, -97.87612799452864 30.205149217372615, -97.87591147654551 30.20539031402729, -97.87562107750593 30.205815132748917, -97.87513663969482 30.206794052671754, -97.87483896016703 30.207395855918467, -97.87459103889259 30.20790225652016, -97.8744020046891 30.208028779967634, -97.87423133991018 30.20814003766422, -97.873763814624 30.208492883335726, -97.87343760711657 30.2088276184401, -97.87303937256085 30.209558369211457, -97.8728625892327 30.20975280527477, -97.87252231144905 30.209933687445872, -97.8723406091477 30.21006411824262, -97.87231401581951 30.210087267707635, -97.87218383196178 30.20993052478387, -97.87186007450192 30.20945534804315, -97.87150441149637 30.209064485523534, -97.87086047660678 30.208530223481425, -97.87031288586097 30.20821936487612, -97.86938090859915 30.207866644173464, -97.86859034554166 30.207748038733765, -97.86797857416929 30.20773133860642, -97.86742157641254 30.20778954208729, -97.86690915005055 30.207878141410117, -97.86628630912233 30.208072926858545, -97.8652915749091 30.208402226848428, -97.86447929644831 30.20864039828839, -97.86375072512057 30.20875764062683, -97.86310608728093 30.208745207071022, -97.86247331251585 30.208662977445425, -97.86170355346887 30.208420550928498, -97.86157216642458 30.208391352801097, -97.86100694905896 30.208064929901745)))"
24.19,20.61,21970,Monday,PAM60,Guerrero,1.00946969697,1067,1066,1056,TDS,Auto,,170,"MULTIPOLYGON (((-97.84898674422215 30.2249241857014, -97.84760581396662 30.22451581370043, -97.84142759350826 30.2232764590695, -97.84032157992515 30.22300054862694, -97.83845874777992 30.221972169370517, -97.83756755741476 30.221318840359107, -97.83662657537238 30.220162944327136, -97.83655971220514 30.220080807918013, -97.83577894543764 30.2191216908522, -97.83299256794074 30.21530240576087, -97.83123901207057 30.214021664600132, -97.8304198063894 30.213701990666433, -97.83055618425661 30.213504262414812, -97.83134239364527 30.212277111992112, -97.83194247444062 30.21135469038564, -97.83199999859264 30.211379999969623, -97.83237999889994 30.2115300000423, -97.83263999849672 30.21157999998531, -97.83292999899184 30.211529999743924, -97.83373999914319 30.211320000003848, -97.83408999902451 30.21129000006458, -97.83429999877893 30.211289999926965, -97.83477999874647 30.211440000374985, -97.83668999901846 30.212359999961308, -97.83751999859132 30.212740000190248, -97.8383299989464 30.21312000026845, -97.83869999913696 30.213289999910142, -97.84037999877448 30.214110000172077, -97.84256171440472 30.215220548624533, -97.84314999876374 30.215519999984007, -97.84476999878176 30.216310000019103, -97.8450382475287 30.216449764530573, -97.84517927944445 30.216453114016282, -97.84879987067835 30.216596043039065, -97.84999292961892 30.216457767707062, -97.8507979485549 30.21623125257277, -97.85186904569875 30.21577583619681, -97.85342708785578 30.214813312918224, -97.85507096897237 30.213763654016503, -97.85633957012126 30.21285199053039, -97.85777596553854 30.211556162546405, -97.85978817933689 30.209545076369494, -97.86085717981653 30.20825507583053, -97.86100403518662 30.208081467542744, -97.86133860992824 30.209288967896683, -97.86441392072308 30.21217477109743, -97.8649066480921 30.21244874234205, -97.86492122615293 30.212993616866044, -97.86363868825569 30.215105639650854, -97.86366655504528 30.215118160938317, -97.86293895294776 30.216307731742205, -97.86221686920588 30.21752399196818, -97.86165534278163 30.217865710563533, -97.86133775486392 30.2179306218721, -97.86131235367236 30.218054546794505, -97.86155736417061 30.218228738385623, -97.86177006208526 30.218217828035087, -97.86171108606736 30.218302493102847, -97.86191876696685 30.218825274639155, -97.86253650355313 30.219271085479235, -97.86355250108649 30.219338892473623, -97.86448877259879 30.219630135393214, -97.86513900198636 30.220253330107415, -97.86542138319265 30.2207890835875, -97.86529284192417 30.221379342799608, -97.86534457106724 30.221528766388683, -97.86488291078672 30.22214944627265, -97.86372059807815 30.222450279291028, -97.86318184972784 30.222852101995535, -97.86271663656038 30.222844801936052, -97.8625593968069 30.222810945808984, -97.86264868224612 30.223137064703465, -97.86229504335898 30.223732014119513, -97.86164072948915 30.224111239659337, -97.86016135201045 30.224614479770864, -97.85906152499237 30.225009448596705, -97.85811352511406 30.225018116764165, -97.85603808712693 30.224762107104443, -97.85497973393136 30.22489980640955, -97.85494555894782 30.224955995981897, -97.85417824568874 30.22466864228859, -97.85324132409765 30.22465050309614, -97.85165569594848 30.22479785870655, -97.85065564018879 30.224956546816287, -97.84898674422215 30.2249241857014)))"
28.67,24.1,22440,Monday,PAM65,Guerrero,1.01305767138,933,931,919,TDS,Auto,PAM07,170,"MULTIPOLYGON (((-97.85494555937629 30.224955995702175, -97.85497973393662 30.224899806504265, -97.85603808691033 30.22476210697478, -97.85811352523194 30.225018116459708, -97.85906152520039 30.225009448610418, -97.86016135191922 30.224614479883684, -97.86164072995713 30.224111239640443, -97.86229504373252 30.223732013808213, -97.86264868224217 30.22313706440028, -97.86255939686953 30.22281094549314, -97.86271663694401 30.22284480190969, -97.8631818494529 30.222852101921838, -97.8637205980442 30.222450279348013, -97.86488291054302 30.2221494460637, -97.86534457105003 30.221528766374245, -97.86529284232337 30.22137934280999, -97.86542138353137 30.22078908339616, -97.86513900188089 30.22025333010683, -97.86448877256855 30.219630135369194, -97.8635525015184 30.21933889236789, -97.86253650385984 30.21927108506875, -97.86191876725478 30.218825274360842, -97.86171108635149 30.21830249321992, -97.86177006248192 30.21821782766034, -97.86155736437013 30.218228738332698, -97.86131235353815 30.218054546896727, -97.86133775485803 30.217930621772446, -97.86165534317475 30.217865710292674, -97.86221686944312 30.21752399163473, -97.86293895312285 30.21630773181046, -97.86366655528647 30.21511816102203, -97.8656115314624 30.21599209194412, -97.86763371366652 30.213731494624035, -97.87158899240953 30.212694904681065, -97.87303643679749 30.212776675153965, -97.87370698438697 30.21296663639486, -97.87478546517457 30.213651397726377, -97.87573518321221 30.214389016436947, -97.87581124364132 30.214535946271653, -97.87588410880693 30.214567814632947, -97.87476674358093 30.21638066984778, -97.87433681803589 30.21709828179421, -97.87412157718167 30.21746791577366, -97.87381897798006 30.21832881086727, -97.87344239837266 30.220380005608558, -97.87308450650241 30.222431558883414, -97.87290638073533 30.222812738093058, -97.87259691262864 30.223207644406077, -97.87217105304802 30.223519059696123, -97.87192750782147 30.223634629187437, -97.8717251487923 30.223726108568172, -97.87170088697351 30.223745747808, -97.87169938360722 30.22374322296698, -97.86973705805693 30.224544407000792, -97.86941322982405 30.224771401479778, -97.86908626985206 30.22512108430349, -97.86866171166456 30.22581732829318, -97.86858887638196 30.225776446180898, -97.86722470391013 30.22597902749164, -97.86574702965002 30.225701011087175, -97.86464145013763 30.225856474764328, -97.86276006625225 30.225913781136903, -97.86133745821957 30.225823942840563, -97.86062257919282 30.226822630129707, -97.86139050455195 30.227905103723295, -97.86145056995024 30.22806016166097, -97.86140688767124 30.2281361551964, -97.86041818437772 30.22751119446327, -97.85867703698818 30.22686704121085, -97.85532432253102 30.225097837625594, -97.85494555937629 30.224955995702175)))"
25.68,25.91,26585,Monday,PAM64,Guerrero,1.01283316881,1029,1026,1013,TDS,Auto,PAM80,170,"MULTIPOLYGON (((-97.87170088697351 30.223745747808, -97.8717251487923 30.223726108568172, -97.87192750782147 30.223634629187437, -97.87217105304802 30.223519059696123, -97.87259691262864 30.223207644406077, -97.87290638073533 30.222812738093058, -97.87308450650241 30.222431558883414, -97.87344239837266 30.220380005608558, -97.87381897798006 30.21832881086727, -97.87412157718167 30.21746791577366, -97.87433681803589 30.21709828179421, -97.87476674358093 30.21638066984778, -97.87588410880693 30.214567814632947, -97.87581124364132 30.214535946271653, -97.87573518321221 30.214389016436947, -97.87478546517457 30.213651397726377, -97.87370698438697 30.21296663639486, -97.87303643679749 30.212776675153965, -97.87158899240953 30.212694904681065, -97.86763371366652 30.213731494624035, -97.8656115314624 30.21599209194412, -97.86363868839094 30.215105639335686, -97.86492122631464 30.212993616627703, -97.86490664781157 30.212448742304403, -97.86441392089304 30.21217477089101, -97.86133861006232 30.209288967914404, -97.86099802493061 30.20805977611608, -97.86157216653842 30.208391352733937, -97.8617035533233 30.208420551136733, -97.86247331247633 30.208662977135663, -97.8631060874894 30.208745206903075, -97.86375072523805 30.208757640457126, -97.8644792966342 30.208640398051987, -97.86529157493116 30.208402226678775, -97.86628630923678 30.208072926621327, -97.86690915021798 30.20787814132279, -97.86742157682451 30.207789541827758, -97.86797857461961 30.207731338844873, -97.868590345473 30.207748038794833, -97.86938090898951 30.207866644252864, -97.87031288634127 30.208219364820152, -97.87086047693997 30.208530223618077, -97.87150441170414 30.209064485370014, -97.87186007474666 30.20945534775779, -97.87218383233073 30.209930524627936, -97.87231401605696 30.210087267566305, -97.87229975669517 30.21009968031099, -97.87262865018789 30.210430275925674, -97.87285831402035 30.21064510029206, -97.87347574374279 30.211022087626546, -97.87408857592719 30.2112999664659, -97.87467528547391 30.211484512212856, -97.87640847061962 30.211697244858534, -97.87738941026363 30.21179032391248, -97.8785113760614 30.211941795956946, -97.87907688920544 30.212119726429208, -97.87992257067718 30.212488679125464, -97.8804176820341 30.212884943346904, -97.88094113775854 30.213297049419918, -97.88125319632177 30.213517272377185, -97.8833470055885 30.21441335752274, -97.88439892929794 30.214863928730818, -97.88740084427573 30.21624395663171, -97.8900864476533 30.2174848301548, -97.89064777780126 30.217738155543184, -97.89094284512802 30.21782987326034, -97.89299257126436 30.218195637303534, -97.89420139189765 30.21831073338941, -97.89387781369517 30.219050897658875, -97.8938787645715 30.219051325248717, -97.89381435638472 30.219279306948298, -97.89373319307204 30.219396609785136, -97.89386797639978 30.219407334631285, -97.8938153080142 30.21953514165049, -97.89373793105442 30.219662477986713, -97.89368526235769 30.219790284955156, -97.89363205153707 30.219939549954802, -97.89347350213335 30.220344428729053, -97.89329024269018 30.2207488365716, -97.89301979966059 30.221193882139882, -97.89292990013209 30.221197368860086, -97.88971700161758 30.22140962738902, -97.88567797237597 30.22026104287149, -97.8825424062304 30.221620035983445, -97.88082203500385 30.222397936740684, -97.87766109593814 30.223437785583513, -97.87502656277995 30.223445161727987, -97.87366446081893 30.223245259867383, -97.87224599161564 30.223831310216035, -97.87173369397408 30.22380084576139, -97.87170088697351 30.223745747808)))"
26.95,25.24,26555,Monday,PAM05,Herrera,1.01740812379,1060,1052,1034,TDS,Auto,,,"MULTIPOLYGON (((-97.87854050582924 30.205626257740636, -97.87853903349965 30.205630684720564, -97.8786714729293 30.205578559580722, -97.87939861423094 30.205432214573165, -97.88210344905394 30.2061918275318, -97.88739842041078 30.207648019887415, -97.88807919157999 30.208348604771643, -97.8888612466941 30.208727550636386, -97.88922349897868 30.208828977983746, -97.88940845336109 30.208737075558258, -97.89106322719307 30.20865718372581, -97.89507792698701 30.209935615153043, -97.89507851686061 30.209935802979274, -97.89380297934042 30.212013320508692, -97.89379805317458 30.21202134374938, -97.89379846619255 30.212021544259333, -97.89379791036068 30.21202255708285, -97.89395420495485 30.2120971514135, -97.89411009575723 30.212172832071555, -97.89461341366719 30.21267361547327, -97.89459962860636 30.212707624272564, -97.89458156726636 30.212751321514542, -97.89458185759416 30.212751466681304, -97.8945814208772 30.212752544093973, -97.89463761294164 30.212779344881234, -97.89659146872573 30.21375626576651, -97.89659904204797 30.21380029039799, -97.89662501569309 30.213806285098855, -97.89664724095267 30.213803957740637, -97.89667567600672 30.21379903476098, -97.89665438640382 30.213832996916803, -97.89623800960184 30.21449198243001, -97.89577089748187 30.215214657472735, -97.89555018708067 30.215584489680385, -97.89541135201044 30.215815617676448, -97.8950830098594 30.216403419838564, -97.89497882316057 30.216610454873816, -97.89487973082939 30.21680383560596, -97.89482465933685 30.216915547093322, -97.8947344789847 30.217100846682484, -97.89464832424264 30.217283472627727, -97.89456598692972 30.217471671710722, -97.89423312212756 30.21823815188274, -97.89420139189765 30.21831073338941, -97.89299257126436 30.218195637303534, -97.89094284512802 30.21782987326034, -97.89064777780126 30.217738155543184, -97.8900864476533 30.2174848301548, -97.88740084427573 30.21624395663171, -97.88439892929794 30.214863928730818, -97.8833470055885 30.21441335752274, -97.88125319632177 30.213517272377185, -97.88094113775854 30.213297049419918, -97.8804176820341 30.212884943346904, -97.87992257067718 30.212488679125464, -97.87907688920544 30.212119726429208, -97.8785113760614 30.211941795956946, -97.87738941026363 30.21179032391248, -97.87640847061962 30.211697244858534, -97.87467528547391 30.211484512212856, -97.87408857592719 30.2112999664659, -97.87347574374279 30.211022087626546, -97.87285831402035 30.21064510029206, -97.87262865018789 30.210430275925674, -97.87229975669517 30.21009968031099, -97.87234060937736 30.210064118123704, -97.87252231154405 30.209933687158706, -97.87286258965061 30.209752805300674, -97.87303937288199 30.20955836929825, -97.87343760731817 30.208827618491664, -97.87376381482673 30.208492883577218, -97.87423134039285 30.20814003727716, -97.87440200465245 30.20802877990734, -97.87459103905061 30.20790225668601, -97.8748389605066 30.207395855886485, -97.87513663967573 30.20679405245054, -97.87562107761526 30.205815132380305, -97.87591147671603 30.205390313641132, -97.87612799472726 30.20514921730268, -97.8765359476864 30.20510895644134, -97.87767735861466 30.205400145919278, -97.8783676792902 30.20558424669734, -97.87853299276475 30.205627736967397, -97.87854050582924 30.205626257740636)))"
26.88,18.97,18100,Monday,PAM63,Guerrero,1.01597444089,958,954,939,TDS,Auto,PAM04,170,"MULTIPOLYGON (((-97.86140688767124 30.2281361551964, -97.86145056995024 30.22806016166097, -97.86139050455195 30.227905103723295, -97.86062257919282 30.226822630129707, -97.86133745821957 30.225823942840563, -97.86276006625225 30.225913781136903, -97.86464145013763 30.225856474764328, -97.86574702965002 30.225701011087175, -97.86722470391013 30.22597902749164, -97.86858887638196 30.225776446180898, -97.86866171166456 30.22581732829318, -97.86908626985206 30.22512108430349, -97.86941322982405 30.224771401479778, -97.86973705805693 30.224544407000792, -97.87169938360722 30.22374322296698, -97.87173369397408 30.22380084576139, -97.87224599161564 30.223831310216035, -97.87366446081893 30.223245259867383, -97.87502656277995 30.223445161727987, -97.87766109593814 30.223437785583513, -97.88082203500385 30.222397936740684, -97.8825424062304 30.221620035983445, -97.88567797237597 30.22026104287149, -97.88971700161758 30.22140962738902, -97.89292990013209 30.221197368860086, -97.89301979966059 30.221193882139882, -97.89300652007176 30.221215735133242, -97.89278452659129 30.22150289160637, -97.89238476801182 30.222341711037398, -97.89181671654784 30.22325936248217, -97.89565577778906 30.225135056583827, -97.89493484414892 30.226167278883388, -97.8937494273117 30.22908139997869, -97.89154201188467 30.22875338661246, -97.89144479280928 30.229499892544805, -97.88706035880769 30.229095242168412, -97.88370566446075 30.228914443205305, -97.88131615062592 30.229529927335104, -97.88000007848214 30.23020482722756, -97.87831298561736 30.231378232124598, -97.87576829276051 30.23280742608322, -97.87427206476384 30.233517706811593, -97.87219823720828 30.23402019217845, -97.87216477294263 30.234014398720667, -97.87215343062918 30.233989937272888, -97.87159465601356 30.23401647710197, -97.87113482047012 30.234057436101846, -97.86496068850859 30.234328069303107, -97.86445953304056 30.233175450975796, -97.86430751717184 30.2327044525091, -97.86436112725909 30.23244092555269, -97.86494984057161 30.231414381676824, -97.86465984902227 30.22992318511051, -97.8637160935135 30.22925376645737, -97.86145598621094 30.228167190043123, -97.86140688767124 30.2281361551964)))"
33.24,28.28,32605,Monday,PAM03,Herrera,1.1259765625,1194,1153,1024,TDS,Auto,,,"MULTIPOLYGON (((-97.88023058926672 30.19212185941658, -97.8784596969864 30.191893691533828, -97.87662912088686 30.191672575508406, -97.87513469633451 30.191287514400603, -97.87457011293122 30.19103233008958, -97.87390314210724 30.19073651349764, -97.8755923883996 30.189018506673662, -97.87778034825338 30.186377173989463, -97.8788224126838 30.18474370579579, -97.881106887981 30.18129161901368, -97.88256204777244 30.17969811778633, -97.88263348757881 30.178702772008403, -97.8833163239137 30.177853999075495, -97.88611373928714 30.173716060785253, -97.88647234190039 30.1728456367159, -97.87895947604622 30.172701809985497, -97.87454648796437 30.17260905466243, -97.87444078223558 30.16234560712329, -97.87428900970615 30.153521010138373, -97.87398724329054 30.153516083605616, -97.87396768449679 30.152335750565044, -97.87398201959996 30.152335313630278, -97.87404345344652 30.152332856089362, -97.87545706732513 30.152215320316817, -97.87754756265954 30.152014622485257, -97.87933706549367 30.152054407568972, -97.8795883560858 30.152115442240174, -97.87989270210917 30.15226355323829, -97.88036432179804 30.152706383371296, -97.88119989602839 30.15366655186229, -97.88153777211402 30.15394422532037, -97.88351491661084 30.15146573124696, -97.88353132704084 30.148213551785794, -97.890055636023 30.148241946846344, -97.89005724968877 30.14817810579617, -97.89038648242808 30.14817694931576, -97.89052428119128 30.16250532031907, -97.89334198013269 30.16259484625634, -97.8937226176522 30.170059759446076, -97.89376834256588 30.1726924633664, -97.88961451713976 30.17280818416969, -97.89631111137803 30.17898568702747, -97.89631386712534 30.17898528743763, -97.89639810326568 30.179585486913016, -97.89725035036157 30.180188054670655, -97.89993932726843 30.18157870819448, -97.89911324095658 30.182819534757773, -97.89872730666325 30.183188795160834, -97.89837257985882 30.183447519801078, -97.89792644644119 30.183667462793164, -97.89641081461356 30.18440262388577, -97.89607897282492 30.18458104585579, -97.89530705982332 30.18514917334688, -97.89472400608626 30.18571917428965, -97.89479769803164 30.185774521142065, -97.89549360628939 30.185731363019233, -97.89624762395171 30.18618059937403, -97.89700150429269 30.187395392341074, -97.89788561948924 30.18839580396109, -97.8979013153252 30.18886181890944, -97.89837151087845 30.188918851928072, -97.89911874909961 30.189597048636625, -97.89872075584478 30.190813557317604, -97.89812398713208 30.192592242751154, -97.89608857685646 30.194202953724822, -97.89610101773822 30.195248294459663, -97.89609530416566 30.19533984608072, -97.89574002338088 30.195249459030165, -97.89444786349306 30.194989620038562, -97.89352707987952 30.19461800607422, -97.89339450122436 30.194080204024218, -97.89378325264232 30.193978737250525, -97.89455937347061 30.19331069240887, -97.89505294281707 30.19239413371489, -97.89470861157241 30.191880626258108, -97.89444539806624 30.191978060927433, -97.89427103543936 30.19200281867443, -97.89419451729354 30.19183288622371, -97.8937113506 30.191801841129912, -97.89301503183681 30.192069362978366, -97.89256555931773 30.19194847876121, -97.89181782634577 30.19118683163065, -97.89138539755639 30.19061284194357, -97.8914938196081 30.190146693979624, -97.89136822118203 30.190003996458003, -97.89143144345918 30.189533948625705, -97.89202645509658 30.1888801597428, -97.89144057307409 30.188499466627256, -97.89023015211438 30.1885946213085, -97.8881503648633 30.188081931352833, -97.8873260459512 30.187711445851072, -97.88627616700265 30.187514013747396, -97.88589509352289 30.18845270207487, -97.88440336497044 30.189577081181177, -97.88355619890753 30.19010776481004, -97.88137252380582 30.191454733190564, -97.88037294733154 30.19201869286588, -97.88023058926672 30.19212185941658)))"
