the_geom,REC_DAY,REC_RT,REC_SUP,SVC_WK,CART_DEL,DAYWEEK,OP_TYPE,REC_RT_18,NEW_OP_TYP,HC_012819
"MULTIPOLYGON (((-97.64848944017768 30.409787263549134, -97.6485859570636 30.40963533727608, -97.6490792665171 30.40873463007732, -97.64963413290783 30.4078007811456, -97.65040889232621 30.406685301948006, -97.6507457548943 30.40633421843071, -97.65109855913202 30.40602882950801, -97.65197191526848 30.405526605997622, -97.65223551928212 30.405420399595602, -97.65280303415504 30.40524704780931, -97.65441111815461 30.404824859344586, -97.65496484481594 30.40463771893059, -97.65550338729646 30.40440768062845, -97.65597143912905 30.40406262619968, -97.65641809207943 30.403603580811435, -97.65733768226927 30.40230309824436, -97.65693684645841 30.402042071426074, -97.65635477265893 30.401632419403303, -97.65548720954202 30.400757652575862, -97.65502919139739 30.399891429957552, -97.65467334199006 30.398818396373585, -97.65408443463429 30.39659131347543, -97.65392726081186 30.395952418313616, -97.65443736312102 30.395846840057025, -97.65525104438063 30.39510937490056, -97.65633360495502 30.39460671568162, -97.65787407310484 30.394275947553016, -97.65862341922646 30.392797635513702, -97.65839799537622 30.39239085183519, -97.65831000004019 30.39235000039922, -97.65858043230558 30.392230253820674, -97.65919220046304 30.39102537820238, -97.65906927536187 30.39075956123936, -97.65906999979269 30.390760000383647, -97.65983999977165 30.391140000215344, -97.66051999974705 30.391599999813057, -97.66208999978146 30.3928700003398, -97.66474999958713 30.394990000375525, -97.66497999970352 30.395160000259445, -97.6664604832323 30.395888742280082, -97.66801816265489 30.396655452691807, -97.66829855438586 30.3968811086542, -97.66844523108057 30.39704816331783, -97.6686133642351 30.397274203161455, -97.66869954091872 30.397419323090315, -97.6687704551061 30.397572812148997, -97.6688158516849 30.39774314455995, -97.66888697530567 30.398070371023874, -97.66890352647243 30.398196671042164, -97.6688515663968 30.399050078995984, -97.66900717844226 30.399058004081766, -97.6730139435871 30.399091750414534, -97.6734665383795 30.399139436398574, -97.67400709575296 30.40022198048888, -97.67469349275301 30.40189494013881, -97.67498648965638 30.403196897748053, -97.67514853353873 30.40491082582986, -97.6746098608493 30.407886683899193, -97.67459236212486 30.407983353823305, -97.67480806054468 30.408028702090377, -97.67639520732382 30.408061575666792, -97.67814822515572 30.40780958796032, -97.67827997351263 30.40798448841512, -97.68005540690912 30.41173366249426, -97.679517499658 30.415932054525825, -97.68125706305877 30.418713352207313, -97.68246916075739 30.42008222808054, -97.68256694410803 30.421117690293574, -97.68245875737877 30.4219908418043, -97.68247892979973 30.42226838773137, -97.6825899464763 30.42234867713051, -97.683707534924 30.42234596755041, -97.68449199662878 30.424072693445304, -97.68452110141924 30.425190087591563, -97.68512613163952 30.426917817524014, -97.68480053441459 30.427284129738542, -97.68383802779661 30.42754542913255, -97.6837069747919 30.427776930261494, -97.68371004993318 30.427788975527463, -97.6837334082699 30.4278576356364, -97.68361889780412 30.42788939078754, -97.68296015889213 30.428085278405263, -97.68231603438204 30.428224845418104, -97.68175866310531 30.42829825970854, -97.6812234176408 30.42836797350187, -97.68023059859883 30.42830051008161, -97.67961662939638 30.428281181066776, -97.67869804435234 30.427833468920713, -97.67765444953372 30.427322306750757, -97.67661545813448 30.426817749095893, -97.67660855363917 30.42681439647465, -97.67649797738673 30.426760697597334, -97.67642988134594 30.42672762791569, -97.67575936071336 30.426400455825487, -97.67564696656905 30.426345613960514, -97.67433546339079 30.425710608227774, -97.67216409554132 30.42473292401229, -97.67215684461058 30.424771301952752, -97.67172611386334 30.427050977415092, -97.67148338543444 30.42834138523033, -97.67099579025394 30.431199948033047, -97.66998520725936 30.43664404493741, -97.66981342514984 30.437031038239663, -97.6698226700569 30.437787592920483, -97.66982901683306 30.438247043137576, -97.66984484958364 30.439138504339336, -97.66984131796073 30.439495984117578, -97.66954945871088 30.440408564331896, -97.66927857117763 30.441222564700904, -97.66911416758722 30.44168672246861, -97.66896769960323 30.442162253800287, -97.66865160696501 30.443118335829848, -97.6684599495093 30.443678191324985, -97.66830324051637 30.444150759030915, -97.66812603020983 30.44479067582376, -97.66803821898169 30.44478060137392, -97.66717348688717 30.444655377806463, -97.66687637004215 30.446186686600036, -97.66663541851663 30.447466123303396, -97.66635219312097 30.44895371353528, -97.6660407463795 30.448908736941323, -97.66591146982618 30.448848291701584, -97.66553203914144 30.44879364997402, -97.66530220676039 30.449154678555416, -97.66523407381867 30.449494313667675, -97.66517304303079 30.449462790689964, -97.66513281922957 30.44945370274754, -97.6650827727808 30.44945541359747, -97.66503646389508 30.449465452667532, -97.66498811115359 30.449491951682592, -97.66495309098244 30.449524228632917, -97.66492981625319 30.449562250538246, -97.66491885179418 30.449614280368532, -97.66492254519042 30.44965286284885, -97.66493511582706 30.44968612904143, -97.66496260467265 30.449725206647376, -97.6649944400587 30.44975062205308, -97.66504602967483 30.449779198464825, -97.66506747761187 30.44980714834855, -97.66507053012539 30.449840216687175, -97.66502613955551 30.450067578332966, -97.66414605151401 30.44966422385887, -97.66198712454089 30.44867042281342, -97.66150189670968 30.448481547291617, -97.66170897152735 30.448254822024566, -97.66182866082433 30.44811704206445, -97.66197922161629 30.4479248957489, -97.66207790681615 30.447800430522648, -97.66271366029173 30.446796005035917, -97.66342111491949 30.445666549253158, -97.66455023979192 30.44383900099595, -97.66335998388053 30.443261415820892, -97.66349630176286 30.443038717213685, -97.66150573348494 30.4421034147849, -97.65997987627642 30.441381291119672, -97.65906628865675 30.440930444932988, -97.65662098691047 30.439713298782287, -97.65666255051994 30.439645405219558, -97.6556014208485 30.43913644864371, -97.6555533592029 30.439209707137334, -97.65464418936503 30.438772673539482, -97.65338797076046 30.438174363409118, -97.65285793228105 30.437915758328206, -97.65270613869951 30.437838326605462, -97.6505145637037 30.436805137172836, -97.6511725429186 30.43577372841742, -97.65290735862058 30.43296475020408, -97.6526686998465 30.43253907838718, -97.65245478273454 30.432108100411718, -97.65228450486931 30.431646831605903, -97.65210752789102 30.43126886923678, -97.65170681259535 30.43076280552995, -97.65133491463834 30.430367940783828, -97.65096148157119 30.43002834203943, -97.65052042902704 30.42982557669494, -97.65017581172441 30.429597175865958, -97.64982965725399 30.429424041342582, -97.65098893477379 30.427703114773003, -97.65533864141887 30.42981560371607, -97.65873292915644 30.43143617026319, -97.66242029604973 30.433259891210888, -97.66628341407886 30.427237783158176, -97.66677571232877 30.426453576688935, -97.66720011167513 30.42574450449963, -97.6677943145527 30.424766199308525, -97.66866004053135 30.423457003771116, -97.66576626753897 30.42195911522226, -97.66504207380376 30.42161226644195, -97.66501602216424 30.421598508594037, -97.66495618628699 30.422333197750522, -97.66479289951823 30.428231096280715, -97.65932392702499 30.427349440286733, -97.66191221889383 30.420734217049237, -97.66329757979803 30.42098242679514, -97.6633977299378 30.42082670196076, -97.6633416793946 30.42080271520629, -97.66239736848075 30.420340673714456, -97.66157830907454 30.41996418048671, -97.66057101078694 30.4194731645594, -97.65902858195805 30.418722143666812, -97.65843504178393 30.41826738138883, -97.65740604128463 30.417756589039794, -97.65695153725821 30.417524327079537, -97.65667164195526 30.417375467314514, -97.656576098168 30.41730196374702, -97.6566690263398 30.417155379885706, -97.65664029922935 30.417132777404824, -97.65659156707933 30.417087754353666, -97.65647788025625 30.416953362720243, -97.65626375738591 30.416693107298386, -97.65575946078532 30.416082995181203, -97.65516609669861 30.415366505995195, -97.65459116028752 30.414672402535953, -97.65446294814478 30.414518452909988, -97.65435563936657 30.414411697051094, -97.65425598246324 30.41434360661964, -97.6540385866471 30.414201546484342, -97.65372427713197 30.414035459659924, -97.65271920378156 30.413546896917495, -97.65126627411935 30.41284543543587, -97.65033460856017 30.412399644017793, -97.6499596149684 30.41219102201056, -97.6497700502885 30.411961523806617, -97.64965132445819 30.41160973717117, -97.64945908004134 30.411077635624885, -97.64927701930671 30.410578751912706, -97.64924061849158 30.41048997723332, -97.64917644032795 30.410373117353007, -97.6490627717626 30.410238719006195, -97.64892549761669 30.410125830720098, -97.64883973816802 30.41007177872582, -97.64871528215251 30.41001141625532, -97.64862381928577 30.409962745114544, -97.64860714208895 30.4099348920362, -97.6486105158507 30.409899207225592, -97.64861959267564 30.409858140906145, -97.64848944017768 30.409787263549134)))",Wednesday,RWBS40,Jaramillo,B,Sep 22 - Oct 9,Wed-B,Semi,,,924
"MULTIPOLYGON (((-97.71793999999281 30.27407999999415, -97.71792485732676 30.274012382625767, -97.71799522954962 30.273906772963628, -97.71868577963747 30.273799537700487, -97.71886936281147 30.27393048148129, -97.71899414175289 30.27376071036644, -97.71922309231284 30.273078887389115, -97.71970114956027 30.27299423100737, -97.7197104715311 30.27276952566645, -97.7200328204975 30.272953263289228, -97.72161798848485 30.272692078995927, -97.72168956906438 30.27245021396919, -97.7220128352319 30.272635980673833, -97.72349977048354 30.272386352613488, -97.72355925593865 30.272130183348075, -97.7235596045122 30.27193678556871, -97.72359994382577 30.271768201397972, -97.7237078830423 30.271500357969522, -97.72345674314332 30.27047919643276, -97.72096302755934 30.269388742304972, -97.72111652736855 30.269204157372812, -97.72150006186389 30.268861465631375, -97.72188943483224 30.267995605266602, -97.72167954594387 30.267719477953555, -97.72218699533128 30.267567622435465, -97.72252457665783 30.266820426088994, -97.72218578760791 30.266038949297695, -97.7232997034839 30.2634531475125, -97.72244588644004 30.263203069057088, -97.72187321548972 30.263430586993746, -97.72173298311066 30.263396105682805, -97.7219387065244 30.262935703215618, -97.72218146912138 30.262407432826638, -97.72251556394396 30.261693813412933, -97.72237605154544 30.261811993159, -97.71873007174489 30.260564959601734, -97.7186350112917 30.260349260360975, -97.71795991194493 30.25902812664513, -97.7180002834332 30.25890424979451, -97.71823058066568 30.258440190244908, -97.7193300001604 30.258800000047824, -97.71949999963171 30.258470000155818, -97.71956676995465 30.258846969228408, -97.722887145369 30.260011787594923, -97.72336999990551 30.259829999937853, -97.7236028634024 30.260251244010313, -97.72596714359669 30.261069410451856, -97.72605007284506 30.261486777629614, -97.72635280742001 30.26132257732445, -97.72704519022405 30.261554725250907, -97.727369999849 30.261220000081615, -97.72734660707317 30.26164421218909, -97.72806041862802 30.26188489404927, -97.72840999999926 30.261569999822015, -97.72838942393557 30.261998014440877, -97.72901751863381 30.262197036990027, -97.72934999989832 30.261890000379292, -97.729331686114 30.262292114713794, -97.73001000597084 30.262523195224663, -97.73032000013957 30.26220999993692, -97.73027822330266 30.262617336935296, -97.73098718291355 30.26284903417223, -97.73134999986121 30.26256999992202, -97.73135087152974 30.262570290409297, -97.73134983069261 30.26257260313878, -97.73132504705882 30.262953699091845, -97.73200915716407 30.2631838555534, -97.73229999968179 30.262889999913277, -97.73230760511687 30.26328002468961, -97.73304817607067 30.26353384938186, -97.73329000019912 30.263240000048306, -97.73325904477541 30.263605711981395, -97.73404075749345 30.263873881937098, -97.7342799999347 30.263600000323663, -97.73426224530972 30.26393694697553, -97.73458132660292 30.264038034848767, -97.73476999977318 30.263780000043916, -97.7352473893129 30.263929292116458, -97.73523826587481 30.263953343693686, -97.73457365316624 30.265802353783318, -97.73426346913055 30.26665326250233, -97.73426605559898 30.26673007991306, -97.73425051668944 30.266724336034684, -97.73369029911328 30.268239033383047, -97.73277205447467 30.270682910699023, -97.7322573308484 30.271990426738935, -97.73169138594183 30.273660433381192, -97.7312233070476 30.275212961011974, -97.7308862867188 30.27629542866579, -97.72985835312673 30.2782017169443, -97.72969272198068 30.27846000024624, -97.72951999972213 30.278460000240518, -97.72907999984211 30.278470000284855, -97.72858999980674 30.278499999933995, -97.72510000026573 30.279039999971026, -97.72441584222098 30.2791696310481, -97.72414999997824 30.27922000015911, -97.72309999971291 30.27943000039688, -97.72211999974755 30.279620000362122, -97.7212099999855 30.279790000126226, -97.72022999990781 30.279970000305227, -97.71996999985888 30.28000000018288, -97.71929999988888 30.280120000143167, -97.71854000003002 30.280240000051442, -97.7187590164703 30.280045271693055, -97.7191213770502 30.27971915179053, -97.71871391218613 30.278211682344434, -97.71873948248613 30.27814359321159, -97.71855999999416 30.27707999999507, -97.71793999999281 30.27407999999415)))",Friday,RFAS43,Jaramillo,A,Oct 29 - Nov 15,Fri-A,Semi,,S4,"1,162"
"MULTIPOLYGON (((-97.86592003479177 30.224457862295885, -97.86592924676663 30.224469441937288, -97.86647450945453 30.224736930951575, -97.8670090251641 30.2249992720813, -97.86801507838204 30.225496091945274, -97.86859 30.22577999999936, -97.86866896068406 30.225819480372643, -97.86889219760921 30.22541497058426, -97.86915056171185 30.22504019988068, -97.86935200022872 30.224828015369443, -97.86956717386285 30.224668472952477, -97.86975086864403 30.224560702863535, -97.8715340737173 30.223815865665447, -97.87171555731916 30.223734026568202, -97.87202760856229 30.223843733877747, -97.87299449507178 30.22347490880574, -97.87450922007447 30.22340883443522, -97.87848575791187 30.223807853098968, -97.87845666135118 30.223867663635495, -97.88159921669333 30.225187747778218, -97.88736472964115 30.22822637072723, -97.88825792772668 30.229205783952253, -97.88706035986291 30.22909524218859, -97.88370566551596 30.22891444322552, -97.88131615168115 30.22952992735533, -97.88000007953737 30.230204827247803, -97.8783129866726 30.231378232144838, -97.87576829381577 30.2328074261035, -97.8742720658191 30.233517706831872, -97.87219823826355 30.234020192198738, -97.8721647739979 30.23401439874096, -97.87215343168445 30.23398993729318, -97.87159465706883 30.234016477122264, -97.87113482152539 30.234057436122164, -97.86496068956386 30.23432806932344, -97.86445953409581 30.233175450996153, -97.86430751822708 30.232704452529454, -97.86436112831433 30.232440925573034, -97.86494984162687 30.23141438169718, -97.86465985007749 30.22992318513087, -97.86371609456873 30.22925376647774, -97.86146236753923 30.228170257554403, -97.86142553072351 30.22783762171801, -97.86040862523325 30.226026928283815, -97.8616232122838 30.224729518065566, -97.86302701935897 30.223538337565625, -97.86407029392583 30.223560265857053, -97.86501852542769 30.22402063383321, -97.86591052413667 30.224459643132306, -97.86592003479177 30.224457862295885)))",Monday,RMAU12,Simmons,A,Dec 2 - Dec 20,Mon-A,Auto,,S1,976
"MULTIPOLYGON (((-97.87085304844632 30.200896096954867, -97.87090000001103 30.20099000000809, -97.87097319684914 30.201192699328693, -97.8710299999761 30.20134999998126, -97.87108995277207 30.201581246697188, -97.87112358614033 30.20175365500281, -97.87112999999542 30.201831967889486, -97.87113000002756 30.201910000020636, -97.87110896808308 30.202141352124293, -97.87108435653023 30.20241207863658, -97.8710481975988 30.202624795079586, -97.87095742789575 30.203093489926303, -97.87088358046512 30.203466421543332, -97.8708190894811 30.203792100459765, -97.87076999996148 30.204040000091243, -97.87047999989535 30.205859999949894, -97.86946000000232 30.207810000307735, -97.869416460405 30.207882798432085, -97.87037711842491 30.208214867640205, -97.87098198174237 30.208610392834434, -97.87152795144549 30.209054855748978, -97.87230917768603 30.21007133204859, -97.8727766296149 30.210581044499662, -97.87349506756489 30.21104550384158, -97.87404615865043 30.21128976204688, -97.87465657624126 30.211468393014112, -97.87645171591807 30.21168585834689, -97.87644198802322 30.211870556513375, -97.87623120325617 30.213336907571648, -97.87611502106006 30.21390621009153, -97.87588205319734 30.21456552718479, -97.87530164242538 30.21554284780579, -97.87459101869723 30.216667075132275, -97.87427243831925 30.217196119869772, -97.87413085801138 30.217468538121206, -97.87385797256445 30.218201332192617, -97.87368358852977 30.21894097526689, -97.87333301688417 30.220960583657593, -97.87330239594525 30.221174588849372, -97.87310554782589 30.22237465421192, -97.87210237579207 30.221961858018844, -97.87106108277379 30.221353482539136, -97.8708985841 30.221238224281876, -97.86901647571177 30.220317908573403, -97.86890880296643 30.219672896121427, -97.86931960432219 30.21930696304689, -97.8693064998001 30.21863249897598, -97.86777723395163 30.217695862686412, -97.86716325733308 30.216979764480925, -97.86352237629791 30.21531005501546, -97.86504747792108 30.21271639774287, -97.864909646625 30.212443138973022, -97.8646744815385 30.212306373254478, -97.86178236822916 30.209703634847262, -97.86085825851899 30.207942841326236, -97.86087974415744 30.207955890184685, -97.86112950591043 30.207904197775196, -97.86126267104814 30.20771283983409, -97.8629236922975 30.205585618767486, -97.86448513458706 30.20331031246222, -97.86610923404062 30.200820365322112, -97.86612207371108 30.200821955460896, -97.86630549690864 30.200876231848984, -97.86678631064973 30.2009905390835, -97.86787112920436 30.20113080007327, -97.86878854980178 30.201153236235122, -97.86959193073395 30.2011209488586, -97.87085304844632 30.200896096954867)))",Monday,RMAU13,Simmons,A,Dec 2 - Dec 20,Mon-A,Auto,,S1,910
"MULTIPOLYGON (((-97.86592924630708 30.224469442059128, -97.86592003468247 30.224457862518932, -97.86591052429 30.224459642958543, -97.8650185253213 30.224020633624832, -97.86407029368395 30.223560266046793, -97.86255999963174 30.222809999780942, -97.86174000026863 30.22243000000886, -97.85860999983471 30.22089000028901, -97.857769999842 30.220490000144633, -97.85769995917248 30.22015783148839, -97.8565629074622 30.219583067968372, -97.85422084842209 30.217496271832264, -97.85276061679225 30.215226037329845, -97.85286589869577 30.21516343199586, -97.85514725826552 30.21369668387941, -97.85648888795043 30.21273419035359, -97.85842130892463 30.21092173990295, -97.86052699471192 30.208688987683797, -97.8609550669058 30.20812730309811, -97.8617823682292 30.209703634847262, -97.86467448153854 30.21230637325444, -97.86490964662505 30.21244313897297, -97.86504747792117 30.21271639774287, -97.86352237629802 30.21531005501546, -97.86716325733308 30.216979764480925, -97.86777723395176 30.217695862686373, -97.8693064998002 30.218632498975914, -97.86931960432223 30.21930696304685, -97.86890880296653 30.219672896121438, -97.86901647571177 30.220317908573403, -97.87089858410015 30.221238224281876, -97.87106108277379 30.221353482539058, -97.87210237579215 30.221961858018854, -97.87310554782589 30.22237465421192, -97.87288381221259 30.222858795592327, -97.8725750185612 30.22323734871345, -97.87219737270864 30.22350027125503, -97.87172519454964 30.223737414994407, -97.87171555686133 30.22373402677336, -97.87153407358726 30.223815865934803, -97.86975086841498 30.224560703174948, -97.86956717361247 30.224668473317745, -97.86935199996638 30.224828015290907, -97.8691505613339 30.22504019969785, -97.86889219715232 30.2254149705257, -97.86866896072348 30.225819480440325, -97.86858999990527 30.225780000141697, -97.86801507806085 30.225496092038284, -97.86700902527103 30.224999272431262, -97.86647450941824 30.224736931001637, -97.86592924630708 30.224469442059128)))",Monday,RMAU50,J Williams,A,Dec 2 - Dec 20,Mon-A,Auto,,S2,788
"MULTIPOLYGON (((-97.84832752201226 30.207762701577014, -97.8483602030482 30.207755459443497, -97.8492473043993 30.207058188879923, -97.85053315572448 30.205772961941083, -97.85141195229802 30.205973410343635, -97.85137739541632 30.205174715972483, -97.85135142160762 30.203897872034656, -97.84713987792557 30.201907889000555, -97.84680294449211 30.20189112430786, -97.84665242064689 30.20164286695812, -97.84616373854048 30.201425523109418, -97.84583020168293 30.20142926632118, -97.84568287379315 30.20114523713814, -97.84518611356033 30.199465400937772, -97.84405915085497 30.198836874505233, -97.84294478555198 30.196309727569634, -97.84395319795433 30.19474206101973, -97.84902799685007 30.19721974602406, -97.8517550612077 30.198511886941507, -97.85230682095927 30.198765042906096, -97.85402273432194 30.199579551082934, -97.85475843068323 30.199917078847243, -97.8561988390686 30.200591522017277, -97.8566879323702 30.200870386733527, -97.85732305675498 30.20150229827761, -97.85780387812628 30.202104283138947, -97.85816001381208 30.202730796369924, -97.85856367001915 30.2039239748353, -97.85911820448928 30.205281709575715, -97.85955219532245 30.20650241124908, -97.86003098726654 30.20718516918268, -97.86051323232974 30.207733290051586, -97.86085825871282 30.20794284113842, -97.86095506732623 30.208127303048048, -97.86052699444488 30.20868898743429, -97.85842130928907 30.210921739772804, -97.85648888842536 30.21273419003229, -97.85514725805443 30.213696683686333, -97.85286589889635 30.215163432082182, -97.85273173834027 30.215243209403138, -97.8526935104273 30.215003851471142, -97.852010096666 30.212810697837483, -97.85202 30.212649999999375, -97.8518842333668 30.21196739322454, -97.85097636904935 30.211411883020027, -97.85057 30.211259999999374, -97.84991627479877 30.210889275144105, -97.84930997727056 30.209311584929555, -97.8491874256186 30.208682628500334, -97.8492 30.208469999999373, -97.84912504701373 30.208390956913487, -97.8488714686526 30.208029303186322, -97.84832752201226 30.207762701577014)))",Monday,RMAU53,J Williams,A,Dec 2 - Dec 20,Mon-A,Auto,,S2,"1,090"
"MULTIPOLYGON (((-97.88403888280018 30.214710810314028, -97.88125416835035 30.21352106284249, -97.8812493921896 30.21352241416566, -97.88124894308342 30.213521246478646, -97.88122537454583 30.213521389261466, -97.88121037277605 30.213481248696645, -97.88077288124342 30.21318168457218, -97.87999256449581 30.21253837847864, -97.87963123589722 30.212362011072777, -97.87906147392798 30.21211149592069, -97.87846331728517 30.211937195559283, -97.87768600118967 30.211816388787526, -97.87681046911304 30.211721934574165, -97.87657155600184 30.21169583397191, -97.87649695394273 30.21168698156461, -97.87648899580613 30.211679355829187, -97.87680811378489 30.20927412418572, -97.87707792101729 30.208491469107457, -97.87748771798155 30.207663264394064, -97.87794519161201 30.206779698831237, -97.8784269819635 30.20570306549277, -97.87854006224809 30.205630093721776, -97.87853999988614 30.205630000034287, -97.87850576726123 30.205588443523173, -97.87847419744517 30.205550119474932, -97.87767668780377 30.20458197330394, -97.87499720929968 30.204026825016147, -97.87167371613639 30.203074873011495, -97.87123530274788 30.203453198723977, -97.87076999996148 30.204040000091243, -97.8708190894811 30.203792100459765, -97.87088358046512 30.203466421543332, -97.87095742789575 30.203093489926303, -97.8710481975988 30.202624795079586, -97.87108435653023 30.20241207863658, -97.87110896808308 30.202141352124293, -97.87113000002756 30.201910000020636, -97.87112999999542 30.201831967889486, -97.87112358614033 30.20175365500281, -97.87108995277207 30.201581246697188, -97.8710299999761 30.20134999998126, -97.87097319684914 30.201192699328693, -97.87090000001103 30.20099000000809, -97.87085304844632 30.200896096954867, -97.87086216284773 30.200894471847032, -97.87087304796454 30.20089253103217, -97.87290147366224 30.20045882381522, -97.8739810167424 30.20037451873205, -97.8747575254152 30.20031780912232, -97.87592178453698 30.200325201712005, -97.87741380571438 30.200461771990895, -97.8783039242397 30.200564525557255, -97.87843150208437 30.200502430728275, -97.87851002071037 30.200586739103105, -97.87855150939957 30.20063128654843, -97.87855509075015 30.20061535208377, -97.87907899015298 30.200749514065294, -97.88016283105334 30.20103684702108, -97.88114242933064 30.201401156628563, -97.88196323679038 30.20175254531232, -97.88295145665606 30.20222560614067, -97.88354506416064 30.20257263646933, -97.88425052009164 30.20298082817692, -97.88458571582328 30.20327887550269, -97.88472570046548 30.20327547665823, -97.88524882309375 30.20330244959394, -97.88796556462974 30.20369646437568, -97.88795345865108 30.20371584799818, -97.88795044070106 30.20372046128453, -97.88840772332641 30.20444733990507, -97.8895772055773 30.20630623339932, -97.89042519472648 30.207654061984332, -97.89105459825299 30.2086544360106, -97.89507792772868 30.209935615215, -97.89507851767763 30.209935803038153, -97.89380298037538 30.212013320725404, -97.89379805376377 30.212021343992745, -97.89379846733297 30.21202154440844, -97.89379791102083 30.21202255743116, -97.89395420567723 30.212097151545517, -97.89411009703058 30.212172831905402, -97.89461341469176 30.212673615485446, -97.89459962950176 30.21270762427259, -97.89458156837244 30.212751321680706, -97.894581858485 30.212751466866347, -97.89458142153732 30.212752544442306, -97.89463761358154 30.2127793451956, -97.89659146971304 30.21375626595303, -97.8965990427081 30.213800290746313, -97.89662501635327 30.213806285447202, -97.89664724161288 30.213803958088935, -97.89667567701227 30.213799034901015, -97.89665438708214 30.213832996790394, -97.89623801026192 30.21449198277837, -97.89577089814209 30.215214657821093, -97.89555018774082 30.215584490028732, -97.89541135267056 30.215815618024784, -97.89508301051954 30.216403420186886, -97.89497882382082 30.216610455222163, -97.89487973148952 30.216803835954316, -97.89482465999703 30.21691554744166, -97.89473447964484 30.217100847030846, -97.89464832490287 30.217283472976035, -97.89456598758983 30.21747167205907, -97.89427717901539 30.218136705746332, -97.89423312278772 30.218238152231063, -97.8938778146973 30.21905089779433, -97.89387876530411 30.219051325651808, -97.89386255434455 30.219108707762892, -97.89095111505743 30.21783318339512, -97.89064376631006 30.217738163642835, -97.88894527956089 30.216956995725813, -97.88403888280018 30.214710810314028)))",Monday,RMAU10,Simmons,A,Dec 2 - Dec 20,Mon-A,Auto,,S1,"1,143"
"MULTIPOLYGON (((-97.84976341512925 30.183537762633335, -97.84973 30.18357999999939, -97.84951976048352 30.183893601070377, -97.84882964114537 30.18492663533714, -97.84771655048873 30.18671447696247, -97.84300026502213 30.1942640020641, -97.84292541544497 30.19430878090773, -97.84219897082318 30.193975392812494, -97.83338506363084 30.189628276854954, -97.83331755519103 30.186608434845844, -97.83365285358735 30.185711232501262, -97.83343121088436 30.18524676012955, -97.8340231431557 30.185161936708663, -97.8345835289167 30.184264867937962, -97.83438070926407 30.18375364245502, -97.83407979575169 30.182971650270968, -97.8340532145437 30.18268391436581, -97.83311219462436 30.182256549927175, -97.83291990463277 30.18191867268975, -97.8328040504256 30.181746449154844, -97.83295473985386 30.18162508847726, -97.83299556621051 30.18125685768481, -97.83268616419058 30.180773020257202, -97.83237865747232 30.180344033633354, -97.83180272256381 30.18007496496742, -97.83140769123004 30.18018694587035, -97.83118933272152 30.180248215031952, -97.83118802469606 30.180093563726313, -97.83118209594721 30.17980958233515, -97.82941398597393 30.178984445879554, -97.82903908976516 30.1790550663204, -97.82887176182076 30.179138361025647, -97.82887366350285 30.17900738408919, -97.8284622197985 30.17840909036704, -97.82730660275287 30.177845314039885, -97.82678112486819 30.177971682422697, -97.82660042013609 30.178050428862615, -97.82659843545795 30.17790594674163, -97.82650361947714 30.177519662253154, -97.82316536879796 30.17583109367709, -97.82260141188893 30.175991830951876, -97.8234913885152 30.174310474791397, -97.82373036567365 30.173716286677152, -97.82689637364422 30.17370191400391, -97.82799937019573 30.174620969745007, -97.82882821622061 30.17524909555516, -97.8300377799518 30.17568069292396, -97.8310575293937 30.176190155726246, -97.83199197937797 30.17643730219379, -97.83378780711666 30.176541624248085, -97.8348163092742 30.176596855002312, -97.83522614573681 30.176617525019772, -97.83555191106281 30.176680772694166, -97.83635245518657 30.177017810232428, -97.83788549455463 30.17767574538184, -97.84018536266778 30.178796670171614, -97.84381467839522 30.180580247268086, -97.84552065480057 30.18140787992466, -97.84565244231406 30.181469151233582, -97.8476881204533 30.18246093963506, -97.84978746099596 30.183507367382926, -97.84976341512925 30.183537762633335)))",Monday,RMAU21,Surita,A,Dec 2 - Dec 20,Mon-A,Auto,,S3,"1,331"
